SL_NO,gRNA_name,AA_0_ABS_GT,AA_50_ABS_GT,AA_75_ABS_GT,AA_100_ABS_GT,AA_150_ABS_GT
1937,YGL069C-NRg-5,1.927,2.8054,3.1015,3.1684,5.0667
1938,YGL069C-NRg-5,1.9788,2.8066,3.2991,3.3068,4.9885
1985,YGL069C-NRg-5,1.9376,2.6757,3.0576,3.3012,5.1673
2639,YGL069C-NRg-8,2.0657,2.7579,3.1281,3.3244,5.6901
2640,YGL069C-NRg-8,2.0259,2.6697,3.1946,3.3489,5.7681
2687,YGL069C-NRg-8,1.9948,2.8306,3.2539,3.4977,6.7276
1857,YGL102C-TRg-9,1.9233,2.6364,3.0287,3.2672,5.0309
1858,YGL102C-TRg-9,1.9412,2.7459,3.1237,3.3332,4.9271
1905,YGL102C-TRg-9,1.8793,2.4642,2.9868,3.4453,5.1215
491,YGR073C-NRg-5,1.9292,2.712,3.4191,3.3604,5.3129
492,YGR073C-NRg-5,1.976,2.5646,3.4311,3.3358,5.4247
539,YGR073C-NRg-5,1.9568,2.6729,3.4645,3.3869,5.1327
511,YGR073C-NRg-6,2.0338,2.3407,3.0279,2.9354,6.727
512,YGR073C-NRg-6,2.042,2.6373,3.4184,3.0918,7.758
559,YGR073C-NRg-6,2.0432,2.5926,3.1298,2.9673,5.7795
1057,YGR073C-TRg-3,1.9675,2.5997,3.2241,3.4089,5.8741
1058,YGR073C-TRg-3,1.9504,2.6531,3.1519,3.2169,5.796
1105,YGR073C-TRg-3,1.972,2.6778,3.1962,3.4583,6.1108
893,YGR073C-TRg-4,2.1697,2.4329,3.4131,3.0192,5.3359
894,YGR073C-TRg-4,1.9694,2.459,3.356,3.0766,4.8845
941,YGR073C-TRg-4,2.0392,2.5446,3.3973,3.0635,4.9584
2533,YGR114C-NRg-11,1.9897,2.6328,3.173,3.3954,4.8712
2534,YGR114C-NRg-11,1.9178,2.6831,3.1712,3.4221,5.1317
2581,YGR114C-NRg-11,1.9304,2.7154,3.2702,3.577,5.3192
2829,YGR114C-NRg-7,2.0201,2.8826,3.4944,4.119,6.1888
2830,YGR114C-NRg-7,1.9834,2.8667,3.415,3.6381,6.0736
2877,YGR114C-NRg-7,2.1734,2.6922,3.1728,3.579,6.3939
601,YGR115C-NRg-1,2.1512,2.5301,3.3714,2.9764,4.9387
602,YGR115C-NRg-1,2.1295,2.5249,3.5785,2.9527,4.9374
649,YGR115C-NRg-1,2.0822,2.5311,3.7192,2.9815,4.7362
1843,YGR265W-NRg-1,1.9243,2.7865,3.2625,3.2309,5.3592
1844,YGR265W-NRg-1,1.9111,2.8419,3.2825,3.3229,5.3109
1891,YGR265W-NRg-1,1.9503,2.8101,3.2112,3.2974,5.1096
1831,YGR265W-NRg-3,1.9586,2.8938,3.0795,3.3085,5.4133
1832,YGR265W-NRg-3,1.9868,2.7992,3.2717,3.5315,5.456
1879,YGR265W-NRg-3,1.8978,2.9541,3.0634,3.424,5.452
1551,YGR265W-NRg-5,2.0506,2.5736,3.0281,3.1313,4.7755
1552,YGR265W-NRg-5,2.0825,2.6106,3.0447,3.2371,5.6093
1599,YGR265W-NRg-5,2.0652,2.7007,3.1476,3.3721,6.5603
2041,YGR265W-TRg-3,2.0563,2.6303,3.0952,3.3465,4.8274
2042,YGR265W-TRg-3,2.0542,2.6655,3.1807,3.44,4.5268
2089,YGR265W-TRg-3,2.0824,2.5014,3.0443,3.5112,5.1018
1871,YGR265W-TRg-6,1.9435,2.7802,3.0389,3.1697,5.218
1872,YGR265W-TRg-6,1.9498,2.9385,3.143,3.2996,5.3199
1919,YGR265W-TRg-6,1.9404,2.8263,2.9268,3.3599,5.7325
1537,YGR265W-TRg-9,NoGrowth,2.4715,2.9485,3.0859,5.5072
1538,YGR265W-TRg-9,1.9569,2.5114,2.9993,3.445,NoGrowth
1585,YGR265W-TRg-9,1.928,2.7112,2.8362,3.4914,NoGrowth
1159,YHR020W-TRg-2,1.9257,2.6058,3.5571,2.9465,5.2896
1160,YHR020W-TRg-2,1.8885,2.4543,3.2797,3.0262,5.9267
1207,YHR020W-TRg-2,1.9195,2.4792,3.2734,3.0709,5.5525
619,YHR020W-TRg-6,2.0236,2.9473,3.5234,3.2656,5.3847
620,YHR020W-TRg-6,1.9674,3.0441,3.6148,3.3945,5.537
667,YHR020W-TRg-6,2.0131,2.9643,3.5279,3.3234,5.3693
1577,YHR050W-A-TRg-15,1.9204,2.6248,2.8036,3.3024,5.1566
1578,YHR050W-A-TRg-15,1.9579,2.7562,2.8727,3.3456,5.2791
1625,YHR050W-A-TRg-15,1.8941,2.7008,2.816,3.2459,5.7906
623,YIF1-NRg-1,2.0582,3.0951,3.4931,3.3868,5.0751
624,YIF1-NRg-1,2.0529,2.8959,3.3978,3.4092,5.3315
671,YIF1-NRg-1,2.0341,3.1113,3.4679,3.3436,5.3023
2593,YIF1-NRg-2,1.8991,2.8276,3.217,3.3226,5.7577
2594,YIF1-NRg-2,1.7952,2.983,3.3457,3.5385,6.1643
2641,YIF1-NRg-2,1.9253,3.0153,3.345,3.3119,6.4162
2627,YIF1-NRg-4,1.9198,2.5801,2.9592,3.3979,4.7556
2628,YIF1-NRg-4,1.8909,2.5979,2.9819,3.4625,5.3213
2675,YIF1-NRg-4,1.8704,2.8056,3.2865,3.379,5.4505
2785,YIL060W-TRg-7,NoGrowth,NoGrowth,NoGrowth,NoGrowth,NoGrowth
2786,YIL060W-TRg-7,NoGrowth,NoGrowth,NoGrowth,NoGrowth,NoGrowth
2833,YIL060W-TRg-7,NoGrowth,NoGrowth,NoGrowth,NoGrowth,NoGrowth
509,YIP1-NRg-1,2.2851,2.7978,3.7815,3.1985,5.2029
510,YIP1-NRg-1,2.0445,2.719,3.7799,3.2844,5.184
557,YIP1-NRg-1,2.2252,2.7536,3.6895,3.1027,5.0827
785,YIP1-TRg-1,2.0729,2.588,3.4393,2.9235,5.0564
786,YIP1-TRg-1,2.0223,2.3949,3.3979,2.9697,4.9763
833,YIP1-TRg-1,1.9874,2.5762,3.5568,3.0201,4.572
313,YIP1-TRg-3,2.3104,2.784,3.8254,3.328,6.0496
314,YIP1-TRg-3,2.2803,2.6659,3.9137,3.29,5.1028
361,YIP1-TRg-3,2.1875,2.6087,3.9585,3.349,5.2266
977,YJL086C-TRg-4,2.0576,2.53,3.2788,3.1057,5.2111
978,YJL086C-TRg-4,2.0177,2.6481,3.7582,3.1653,5.677
1025,YJL086C-TRg-4,1.995,2.6902,3.4397,3.1115,5.5004
903,YJL086C-TRg-6,1.9538,2.6977,3.5013,3.1529,5.6083
904,YJL086C-TRg-6,2.0115,2.6794,3.6415,3.1681,5.4266
951,YJL086C-TRg-6,1.9283,2.708,3.4205,3.0804,5.4842
2255,YJU2-TRg-5,1.9875,2.8464,3.1121,3.3637,5.546
2256,YJU2-TRg-5,1.9374,2.8038,3.0422,3.3924,5.6489
2303,YJU2-TRg-5,1.8909,2.8746,3.1533,3.5338,6.6333
1957,YML6-TRg-11,2.2793,3.6417,4.2086,5.9963,9.1706
1958,YML6-TRg-11,2.1678,3.8344,4.1162,5.0834,8.2359
2005,YML6-TRg-11,2.3375,3.8413,4.2713,5.8055,9.8152
1749,YML6-TRg-6,2.0643,2.8378,3.2809,3.2872,6.82
1750,YML6-TRg-6,2.0119,2.846,3.435,3.4074,6.7764
1797,YML6-TRg-6,2.0269,2.7617,3.1552,3.3152,6.7089
2799,YNL150W-NRg-3,1.9697,2.5903,2.9527,3.5603,5.3588
2800,YNL150W-NRg-3,1.9279,2.5639,3.1737,3.4743,5.6798
2847,YNL150W-NRg-3,1.9239,2.8261,3.0495,3.6099,5.5592
213,YOS1-NRg-3,2.3571,2.8107,3.9051,3.3013,5.7242
214,YOS1-NRg-3,2.2398,2.8967,4.0918,3.4948,5.9533
261,YOS1-NRg-3,2.3167,2.8072,3.751,3.3145,5.627
1547,YPI1-TRg-3,1.9981,2.705,2.9545,3.3182,4.9859
1548,YPI1-TRg-3,2.001,2.6978,2.9979,3.4136,5.4689
1595,YPI1-TRg-3,2.0499,2.7189,3.1994,3.4386,5.8337
2305,YPI1-TRg-5,1.89,2.8762,3.0743,3.3897,5.3698
2306,YPI1-TRg-5,1.975,3.0394,3.3524,3.6995,5.6217
2353,YPI1-TRg-5,1.9733,3.0233,3.1967,3.5505,5.7544
1267,YPL044C-TRg-1,2.0458,2.6218,3.2474,2.9568,4.9469
1268,YPL044C-TRg-1,2.0686,2.6514,3.4432,2.8829,5.8117
1315,YPL044C-TRg-1,2.0567,2.5675,3.4379,3.0756,5.5918
205,YPL044C-TRg-3,2.1429,2.8233,3.6774,3.3126,5.4986
206,YPL044C-TRg-3,2.1334,2.8285,4.0395,3.2742,5.3969
253,YPL044C-TRg-3,2.1164,2.8601,3.7156,3.2197,5.2566
1251,YPL044C-TRg-4,1.9085,2.7342,3.5043,3.0319,5.6379
1252,YPL044C-TRg-4,1.9174,2.6708,3.2905,3.2003,5.9553
1299,YPL044C-TRg-4,1.9652,2.6141,3.2938,3.2449,5.7363
2795,YPP1-NRg-3,1.9445,2.713,3.2244,3.5246,6.5468
2796,YPP1-NRg-3,1.9369,2.7473,3.249,3.4348,6.49
2843,YPP1-NRg-3,1.86,2.9031,3.3706,3.6474,6.5996
1743,YPR142C-NRg-4,2.0358,2.7227,3.2299,3.125,5.1813
1744,YPR142C-NRg-4,2.022,2.7489,3.4817,3.3782,5.0581
1791,YPR142C-NRg-4,2.0154,2.8533,3.1898,3.2921,5.1648
1481,YPR142C-TRg-1,1.9409,2.8668,3.6972,3.2129,5.4742
1482,YPR142C-TRg-1,1.9524,2.9523,3.7138,3.2662,5.6792
1529,YPR142C-TRg-1,1.9724,2.7769,3.4527,3.1697,5.6625
2519,YPR142C-TRg-6,NoGrowth,NoGrowth,NoGrowth,NoGrowth,NoGrowth
2520,YPR142C-TRg-6,NoGrowth,NoGrowth,NoGrowth,NoGrowth,NoGrowth
2567,YPR142C-TRg-6,NoGrowth,NoGrowth,NoGrowth,NoGrowth,NoGrowth
2327,YPR142C-TRg-7,2.051,2.4576,3.0523,3.2674,4.8173
2328,YPR142C-TRg-7,2.0463,2.5804,3.0477,3.3389,4.8243
2375,YPR142C-TRg-7,2.0188,2.5619,3.1203,3.3455,4.8578
2043,YPR177C-NRg-2,2.0646,2.5283,3.0656,3.3469,5.1569
2044,YPR177C-NRg-2,2.0662,2.6152,3.2709,3.5332,4.8597
2091,YPR177C-NRg-2,2.0129,2.5152,3.1411,3.5059,4.9348
1469,YPR177C-NRg-6,2.1385,2.766,3.3075,3.2196,5.4428
1470,YPR177C-NRg-6,2.074,2.7493,3.2484,3.2583,5.7354
1517,YPR177C-NRg-6,2.0913,2.6851,3.3257,3.1712,5.5892
1657,YPT1-TRg-2,2.128,2.8925,3.3298,3.7526,7.1931
1658,YPT1-TRg-2,2.1478,2.8685,3.366,4.1758,8.5481
1705,YPT1-TRg-2,2.1147,2.7817,3.1261,3.7495,6.8851
1931,YSF3-NRg-4,1.9223,2.7912,3.1418,3.2363,NoGrowth
1932,YSF3-NRg-4,1.9375,2.9065,3.1837,3.2794,NoGrowth
1979,YSF3-NRg-4,1.9099,2.8928,2.957,3.2471,NoGrowth
2121,YSF3-TRg-2,1.8277,2.6081,3.0736,3.2871,5.1954
2122,YSF3-TRg-2,1.8664,2.7358,3.2348,3.4143,5.0283
2169,YSF3-TRg-2,1.8708,2.7775,3.0268,3.4622,5.0371
1741,ZPR1-NRg-10,2.0444,2.8614,3.3048,3.1782,5.2337
1742,ZPR1-NRg-10,2.0526,2.7982,3.3367,3.1232,5.1022
1789,ZPR1-NRg-10,2.0212,2.7516,3.0432,3.2811,5.6084
2411,ZPR1-NRg-11,1.8239,2.707,2.9553,3.0708,5.1044
2412,ZPR1-NRg-11,1.8017,2.6772,3.2289,3.0562,4.9318
2459,ZPR1-NRg-11,1.8647,2.8391,3.0527,3.2749,5.2035
1565,ZPR1-NRg-7,2.0021,2.5956,3.0939,3.2819,4.7869
1566,ZPR1-NRg-7,2.0161,2.555,2.8621,3.2763,4.8324
1613,ZPR1-NRg-7,2.142,2.7227,2.9309,3.3215,5.5821
1963,ZPR1-TRg-1,1.9877,2.7519,3.1102,3.2567,5.2964
1964,ZPR1-TRg-1,1.9572,2.7927,3.0711,3.1272,5.1944
2011,ZPR1-TRg-1,1.962,2.6974,3.0258,3.3037,5.201
1861,ZPR1-TRg-2,1.9871,2.6895,3.0143,3.1293,5.1643
1862,ZPR1-TRg-2,1.8431,2.7811,3.1107,3.2877,5.113
1909,ZPR1-TRg-2,1.9408,2.6205,3.0881,3.2914,5.2231
2811,ZPR1-TRg-4,2.047,2.5845,3.1013,3.9588,5.4667
2812,ZPR1-TRg-4,2.2356,2.6761,3.1722,3.8305,5.367
2859,ZPR1-TRg-4,2.0189,2.5916,3.2506,3.6287,5.4362
