SL_NO,gRNA_name,AA_0_ABS_GT,AA_50_ABS_GT,AA_75_ABS_GT,AA_100_ABS_GT,AA_150_ABS_GT
2147,ISD11-NRg-5,1.981,2.4888,3.0189,3.341,4.9811
2148,ISD11-NRg-5,1.9041,2.6115,3.1076,3.4305,5.0173
2195,ISD11-NRg-5,1.9458,2.5117,3.0961,3.3948,5.0593
1195,KAE1-TRg-1,1.9843,2.8324,3.5719,3.0546,5.4836
1196,KAE1-TRg-1,1.9738,2.9301,3.6438,3.1392,5.6134
1243,KAE1-TRg-1,1.9965,2.8596,3.6642,3.1639,5.5254
799,KAE1-TRg-2,2.1706,2.5269,3.3159,3.2013,5.3302
800,KAE1-TRg-2,1.996,2.6118,3.4008,3.0906,4.8432
847,KAE1-TRg-2,2.1393,2.7564,3.5613,3.1713,4.6855
683,KAE1-TRg-3,1.9133,2.5641,3.3769,3.073,5.1586
684,KAE1-TRg-3,1.9501,2.5233,3.3212,3.0477,5.0295
731,KAE1-TRg-3,1.874,2.5662,3.2956,3.1873,5.0443
23,KRE33-NRg-2,2.4564,2.8292,4.0654,3.4585,5.3824
24,KRE33-NRg-2,2.4254,2.8852,3.9483,3.3217,5.4249
71,KRE33-NRg-2,2.4322,3.0707,3.9285,3.4754,5.9111
797,KRE33-NRg-4,2.1941,2.6433,3.3871,3.2509,5.5284
798,KRE33-NRg-4,1.9981,2.5825,3.4778,3.2835,5.3646
845,KRE33-NRg-4,2.2055,2.7311,3.5206,3.244,5.0082
965,KRE9-NRg-1,1.879,2.6797,3.2869,2.9774,5.341
966,KRE9-NRg-1,1.8722,2.4992,3.1976,2.9852,5.0696
1013,KRE9-NRg-1,1.8639,2.6779,3.2675,2.8894,5.251
401,KRE9-TRg-4,2.1234,2.6638,3.6092,3.3376,6.4896
402,KRE9-TRg-4,2.1244,2.5863,3.5535,3.3225,7.3276
449,KRE9-TRg-4,2.0463,2.6516,3.7898,3.3863,7.7331
1167,KRS1-NRg-2,1.9983,2.5071,3.24,2.9996,4.9685
1168,KRS1-NRg-2,2.0342,2.3932,3.2126,2.9702,5.3922
1215,KRS1-NRg-2,2.0148,2.3981,3.2742,3.0607,5.1516
1273,KRS1-NRg-3,2.0528,2.6477,3.4429,3.0884,4.8922
1274,KRS1-NRg-3,2.0055,2.5319,3.404,3.1147,5.0693
1321,KRS1-NRg-3,2.0213,2.5585,3.2121,3.0882,4.9964
503,KRS1-TRg-1,2.1137,2.6534,3.6492,3.1677,5.0534
504,KRS1-TRg-1,2.173,2.7109,3.7861,3.1096,4.808
551,KRS1-TRg-1,2.0614,2.668,3.5249,3.0696,4.7502
705,KRS1-TRg-3,2.0818,2.5627,3.4477,3.0274,5.2122
706,KRS1-TRg-3,2.0237,2.6385,3.4822,3.0854,4.9372
753,KRS1-TRg-3,2.091,2.7316,3.5914,3.1253,4.7964
1371,LAT1-NRg-10,2.1136,2.6779,3.3394,3.1287,7.4313
1372,LAT1-NRg-10,2.0241,2.6849,3.3616,3.1332,7.8625
1419,LAT1-NRg-10,2.0749,2.7056,3.3553,3.2597,6.3599
1173,LCB1-NRg-2,2.1146,2.6031,3.3605,3.1006,4.7614
1174,LCB1-NRg-2,2.0889,2.4972,3.2607,3.0796,5.0798
1221,LCB1-NRg-2,2.0362,2.4444,3.1199,3.0848,5.1048
1059,LCB1-TRg-2,1.9398,2.5842,3.2245,3.1219,5.6098
1060,LCB1-TRg-2,1.9085,2.5848,3.2338,2.9547,5.8988
1107,LCB1-TRg-2,1.9009,2.6378,3.2195,3.2544,5.6714
227,LSM2-TRg-6,2.1901,2.8659,3.6039,3.3311,5.3307
228,LSM2-TRg-6,2.0672,2.8937,3.9981,3.4238,5.5971
275,LSM2-TRg-6,2.0827,2.9135,3.818,3.3463,4.8121
1451,LSM8-NRg-5,1.9831,2.8345,3.5183,3.1452,5.7996
1452,LSM8-NRg-5,1.9572,2.7166,3.3485,3.1539,5.7542
1499,LSM8-NRg-5,1.9307,2.8069,3.3909,3.115,5.859
2315,LSM8-TRg-4,1.8312,2.5741,2.9685,3.1226,4.9292
2316,LSM8-TRg-4,1.82,2.6128,3.0677,3.2999,4.8801
2363,LSM8-TRg-4,1.8311,2.8933,3.1141,3.4087,5.2827
719,LST8-NRg-1,2.0244,2.8719,3.2129,3.3569,5.9676
720,LST8-NRg-1,2.0205,2.8665,3.3698,3.4326,5.6432
767,LST8-NRg-1,1.9916,3.13,3.566,3.1471,5.9377
307,LST8-NRg-2,2.2345,2.805,3.6525,3.4258,5.0621
308,LST8-NRg-2,2.1252,2.7738,3.6429,3.3583,5.2164
355,LST8-NRg-2,2.1472,2.7676,3.8117,3.2857,5.0704
983,LST8-NRg-6,2.075,2.5299,3.3749,3.0857,4.9868
984,LST8-NRg-6,2.042,2.4363,3.2528,3.021,4.8307
1031,LST8-NRg-6,2.0901,2.4018,3.2659,3.0258,4.875
587,LTO1-NRg-3,1.9429,2.7313,3.1861,3.2404,5.1647
588,LTO1-NRg-3,1.9814,2.5701,3.2626,3.2487,5.3802
635,LTO1-NRg-3,1.9455,2.5875,3.24,3.1245,5.2593
1175,LTO1-TRg-1,2.1013,2.5563,3.2763,2.877,4.8971
1176,LTO1-TRg-1,2.0799,2.5301,3.2351,2.9778,5.2931
1223,LTO1-TRg-1,2.042,2.4567,3.2637,3.0196,4.9647
2607,LUC7-NRg-3,1.9497,2.763,2.9757,3.4181,5.2308
2608,LUC7-NRg-3,1.9364,2.7175,3.0796,3.3202,5.0552
2655,LUC7-NRg-3,1.9584,2.9842,3.1099,3.7279,5.4993
2629,LUC7-NRg-8,1.9315,2.6198,3.1027,3.3821,5.307
2630,LUC7-NRg-8,1.829,2.7851,3.2029,3.5808,5.4989
2677,LUC7-NRg-8,1.8894,2.8745,3.4394,3.4444,5.7356
2247,LUC7-TRg-5,1.9751,2.6343,3.0565,3.3974,4.8874
2248,LUC7-TRg-5,1.9137,2.7565,3.1248,3.4715,4.9724
2295,LUC7-TRg-5,1.9786,2.6931,3.1907,3.4447,5.383
871,MCM10-NRg-1,1.937,2.7712,3.4357,3.1077,5.0774
872,MCM10-NRg-1,1.8898,2.6428,3.2968,3.1013,5.2389
919,MCM10-NRg-1,1.9051,2.7445,3.4738,3.1783,5.2581
309,MCM3-NRg-2,2.2486,2.875,3.8663,3.5004,12.4419
310,MCM3-NRg-2,2.1834,2.8035,3.9212,3.4745,NoGrowth
357,MCM3-NRg-2,2.1876,2.6133,3.9067,3.5372,NoGrowth
303,MCM3-NRg-3,2.1213,2.9579,3.6277,3.3937,6.2796
304,MCM3-NRg-3,2.1042,2.822,3.7196,3.3609,6.2496
351,MCM3-NRg-3,2.0575,2.6286,3.7192,3.4252,5.8901
193,MCM3-TRg-7,2.018,2.9765,3.6806,3.6783,6.0738
194,MCM3-TRg-7,2.044,2.7049,3.704,3.7078,7.6172
241,MCM3-TRg-7,2.0289,3.0818,3.6544,3.5951,6.5543
717,MCM7-NRg-3,2.0612,3.155,3.5848,3.3737,5.4119
718,MCM7-NRg-3,2.0456,3.1148,3.4213,3.2082,5.2949
765,MCM7-NRg-3,2.0464,3.3195,3.7418,3.1146,5.3848
1293,MDH1-NRg-6,2.0237,2.9532,3.8035,3.247,5.45
1294,MDH1-NRg-6,1.9753,2.9781,3.6749,3.06,5.2514
1341,MDH1-NRg-6,1.9936,2.9921,3.7106,3.2657,5.2374
1285,MDM1-NRg-3,2.0201,2.6915,3.4258,3.1101,5.3526
1286,MDM1-NRg-3,1.9413,2.7784,3.5394,3.0865,5.748
1333,MDM1-NRg-3,1.9827,2.6839,3.3153,3.1093,5.8296
807,MED4-NRg-6,1.9851,2.7347,3.4541,3.1971,5.5238
808,MED4-NRg-6,1.9836,2.7746,3.4377,3.224,5.2838
855,MED4-NRg-6,1.9314,2.7582,3.5066,3.1819,5.2678
239,MED4-TRg-4,2.1569,3.3658,3.3428,3.5406,5.4485
240,MED4-TRg-4,2.0805,3.2756,3.4126,3.6127,6.0787
287,MED4-TRg-4,2.124,3.2384,3.8405,3.6176,5.4632
2603,MET4-NRg-10,1.9151,2.7782,3.1699,3.5546,5.3359
2604,MET4-NRg-10,1.9507,2.8041,3.2348,3.8002,5.4507
2651,MET4-NRg-10,1.9401,2.9828,3.1711,3.7658,5.8264
1737,MET4-NRg-6,1.9736,2.872,3.2088,3.2402,5.5893
1738,MET4-NRg-6,2.0049,2.9012,3.4627,3.4592,5.7004
1785,MET4-NRg-6,1.9315,2.8389,3.1741,3.3257,5.4618
2025,MET4-NRg-8,1.8792,2.62,2.9755,3.3725,5.9159
2026,MET4-NRg-8,1.9435,2.8936,3.0915,3.3707,5.4336
2073,MET4-NRg-8,1.9669,2.9427,3.0058,3.4746,5.6792
2143,MET4-TRg-1,1.9493,2.4601,3.0082,3.3812,4.7247
2144,MET4-TRg-1,2.0754,2.5295,3.1545,3.4985,4.6065
2191,MET4-TRg-1,1.9467,2.4755,3.0619,3.4753,4.9717
1935,MNP1-TRg-6,1.921,2.8381,3.0347,3.2252,4.9119
1936,MNP1-TRg-6,1.8794,2.8827,3.3238,3.6799,5.0566
1983,MNP1-TRg-6,1.9784,3.1841,3.2642,3.58,5.6257
1347,MOT2-NRg-9,1.9546,2.7775,3.5099,3.2263,5.8976
1348,MOT2-NRg-9,1.9443,2.8488,3.5457,3.0795,6.1453
1395,MOT2-NRg-9,1.9618,2.7337,3.4099,3.4681,6.4308
603,MPE1-NRg-3,2.192,2.6398,3.4915,3.1391,4.7776
604,MPE1-NRg-3,2.0985,2.5153,3.3886,3.182,4.8831
651,MPE1-NRg-3,2.1547,2.5699,3.7731,3.1936,4.7175
99,MPE1-TRg-2,2.014,2.9623,3.3151,3.4462,6.2188
100,MPE1-TRg-2,2.0198,2.9153,3.4753,3.3738,6.8204
147,MPE1-TRg-2,1.902,2.825,3.5324,3.414,6.7505
123,MPE1-TRg-6,2.3448,2.9983,3.9144,3.5001,6.2111
124,MPE1-TRg-6,2.3493,2.9151,3.8701,3.3907,5.9231
171,MPE1-TRg-6,2.3323,3.0404,4.0945,3.2744,5.488
225,MPP10-NRg-1,2.2685,2.9133,3.7268,3.405,5.8786
226,MPP10-NRg-1,2.1196,2.8029,4.0442,3.4256,6.0787
273,MPP10-NRg-1,2.2221,2.8426,3.9302,3.3448,5.2978
2343,MPS2-NRg-3,2.1024,2.5961,2.9949,3.3951,5.3332
2344,MPS2-NRg-3,1.8836,2.7033,3.1495,3.5766,5.0401
2391,MPS2-NRg-3,1.9193,2.7523,3.1523,3.4412,4.9257
1477,MPS2-NRg-4,2.0104,2.9162,3.5708,3.1929,7.0643
1478,MPS2-NRg-4,1.976,2.9245,3.6652,3.3033,7.779
1525,MPS2-NRg-4,1.9598,2.7966,3.3504,3.4043,7.1188
1561,MPS2-NRg-8,2.1041,3.0357,4.136,3.8985,NoGrowth
1562,MPS2-NRg-8,2.0639,2.9328,4.2964,4.0926,NoGrowth
1609,MPS2-NRg-8,2.1578,3.063,4.5909,4.7103,NoGrowth
2719,MPS2-TRg-4,NoGrowth,NoGrowth,NoGrowth,NoGrowth,NoGrowth
2720,MPS2-TRg-4,NoGrowth,NoGrowth,NoGrowth,NoGrowth,NoGrowth
2767,MPS2-TRg-4,NoGrowth,NoGrowth,NoGrowth,NoGrowth,NoGrowth
879,MRH4-TRg-1,2.0235,2.5653,3.255,3.0732,5.1201
880,MRH4-TRg-1,1.9603,2.2921,3.1145,3.0194,4.9325
927,MRH4-TRg-1,1.9959,2.5214,3.2678,3.0936,4.8519
1385,MRPL35-TRg-2,2.0066,2.9193,3.5479,3.1099,7.5598
1386,MRPL35-TRg-2,1.9837,2.888,3.5595,3.1897,7.8106
1433,MRPL35-TRg-2,1.9522,2.9281,3.5926,3.1712,8.2083
2017,MSS2-NRg-2,2.1456,2.809,3.2015,3.3021,5.8728
2018,MSS2-NRg-2,1.886,3.0797,3.3633,3.5982,6.0412
2065,MSS2-NRg-2,1.9732,2.9773,3.137,3.509,6.7204
869,MTR10-TRg-4,1.912,2.7963,3.4526,3.0742,5.5049
870,MTR10-TRg-4,1.891,2.6284,3.3633,2.9891,6.189
917,MTR10-TRg-4,1.8908,2.7979,3.5997,3.0365,5.8112
1745,MTR2-NRg-1,1.9948,2.8407,3.3861,3.1559,5.0573
1746,MTR2-NRg-1,2.005,2.7749,3.5151,3.4755,5.166
1793,MTR2-NRg-1,1.9911,2.759,3.1283,3.3452,5.153
2233,MTR2-NRg-7,2.0388,2.6189,3.0392,3.2689,4.9581
2234,MTR2-NRg-7,2.0436,2.5962,3.1441,3.4307,4.7682
2281,MTR2-NRg-7,2.0221,2.5689,3.0641,3.3764,4.8463
1773,MTR2-TRg-1,1.9467,2.891,2.9982,3.3565,5.3231
1774,MTR2-TRg-1,1.9391,2.6625,2.971,3.3013,5.2013
1821,MTR2-TRg-1,2.0121,2.7237,2.8856,3.182,5.3151
1171,NAB2-NRg-2,2.0393,2.6441,3.4236,3.1345,5.1712
1172,NAB2-NRg-2,2.0753,2.5177,3.3639,3.1535,5.4104
1219,NAB2-NRg-2,2.0234,2.4866,3.3626,3.1472,5.2433
615,NAB2-TRg-5,2.01,2.8394,3.5035,3.1497,5.1857
616,NAB2-TRg-5,2.0158,2.8138,3.5289,3.2784,5.3697
663,NAB2-TRg-5,2.0344,2.7934,3.5304,3.2323,4.8838
325,NAB3-NRg-5,2.0701,2.9226,3.4151,3.3822,6.2272
326,NAB3-NRg-5,1.9986,2.8501,3.5519,3.3878,6.844
373,NAB3-NRg-5,2.0562,2.9771,3.6852,3.3364,5.941
299,NAB3-NRg-8,1.9649,2.9705,3.4128,3.3361,5.4897
300,NAB3-NRg-8,2.0232,2.9043,3.4579,3.1971,6.6167
347,NAB3-NRg-8,1.9623,2.6535,3.3904,3.5084,5.8997
301,NAB3-TRg-2,2.0608,2.8387,3.5732,3.3181,8.2188
302,NAB3-TRg-2,2.0857,2.9071,3.5658,3.421,9.4407
349,NAB3-TRg-2,2.007,2.698,3.5419,3.2957,10.1116
2621,NAF1-TRg-13,2.0287,2.4738,3.0078,3.488,5.1263
2622,NAF1-TRg-13,2.0368,3.0036,3.0449,3.7325,5.2412
2669,NAF1-TRg-13,2.0864,2.7534,3.1664,3.4763,5.438
1941,NAF1-TRg-4,2.0384,2.7427,3.1597,3.2938,5.2822
1942,NAF1-TRg-4,2.0017,2.7382,3.0525,3.3029,5.3657
1989,NAF1-TRg-4,2.0475,2.7803,3.1423,3.3626,4.7891
2329,NAF1-TRg-8,2.0242,2.5618,3.0172,3.1981,5.033
2330,NAF1-TRg-8,2.0331,2.62,3.094,3.4157,4.7444
2377,NAF1-TRg-8,2.0198,2.6314,3.0871,3.3604,5.0449
1179,NAM9-TRg-1,2.001,2.7134,3.428,2.979,6.0119
1180,NAM9-TRg-1,1.9685,2.657,3.4942,3.0378,5.3449
1227,NAM9-TRg-1,2.0705,2.6269,3.4819,3.1448,5.3275
1069,NAR1-NRg-1,1.9228,2.5857,3.4655,3.2409,5.1037
1070,NAR1-NRg-1,1.8938,2.3824,3.2639,3.1196,5.7758
1117,NAR1-NRg-1,1.9107,2.4673,3.3412,3.0441,5.5467
31,NAR1-TRg-1,2.2923,2.9042,3.9251,3.5413,5.4223
32,NAR1-TRg-1,2.3063,3.0148,3.8068,3.5192,5.5635
79,NAR1-TRg-1,2.3527,3.0711,3.7022,3.4119,6.0168
2511,NDC1-NRg-11,1.9289,2.4697,2.8837,3.2698,5.0855
2512,NDC1-NRg-11,1.9068,2.4067,3.0532,3.3509,5.1028
2559,NDC1-NRg-11,1.942,2.8446,3.1064,3.2776,5.2272
2609,NDC1-NRg-8,1.9501,2.6343,3.0406,3.5613,6.4038
2610,NDC1-NRg-8,1.9778,2.6248,2.9556,3.4341,6.8405
2657,NDC1-NRg-8,1.9905,2.8448,3.2713,3.859,6.6902
2059,NDC1-TRg-2,1.9913,2.9587,3.3362,3.6323,7.3399
2060,NDC1-TRg-2,1.9726,2.983,3.3624,3.6942,8.4375
2107,NDC1-TRg-2,1.9633,2.8919,3.2406,3.6165,8.8495
2345,NDI1-NRg-8,1.9593,2.7745,3.1132,3.5188,5.2272
2346,NDI1-NRg-8,1.9683,2.8473,3.1519,3.53,5.3483
2393,NDI1-NRg-8,1.9767,2.7582,3.1045,3.5107,5.397
525,NHP2-TRg-1,2.1046,3.3465,3.4218,3.3764,5.0577
526,NHP2-TRg-1,2.0737,3.3693,3.5408,3.4859,5.2277
573,NHP2-TRg-1,2.074,3.0771,3.581,3.3514,5.2493
237,NHP2-TRg-2,2.1631,3.3055,3.6815,3.5888,5.7665
238,NHP2-TRg-2,2.1041,3.4673,3.6566,3.5341,5.82
285,NHP2-TRg-2,2.1945,3.3069,3.8378,3.5378,5.4374
2729,NHX1-NRg-3,2.0071,2.9005,3.2882,3.3345,6.9388
2730,NHX1-NRg-3,2.0587,2.9782,3.3241,3.4952,7.3697
2777,NHX1-NRg-3,1.9848,3.0048,3.4061,3.5289,8.1937
13,NMD3-NRg-2,2.2879,3.0204,4.0794,3.5018,6.1521
14,NMD3-NRg-2,2.2707,3.0952,3.959,3.432,6.0228
61,NMD3-NRg-2,2.306,3.0849,3.8938,3.3945,6.4282
387,NOP4-TRg-3,1.9942,2.8339,3.7026,4.1515,NoGrowth
388,NOP4-TRg-3,2.0293,2.7445,3.5781,4.0686,NoGrowth
435,NOP4-TRg-3,1.978,2.8963,3.5624,4.3705,NoGrowth
1095,NOP4-TRg-4,1.947,2.6674,3.4519,3.0753,5.4672
1096,NOP4-TRg-4,1.9029,2.6895,3.5195,3.0327,5.354
1143,NOP4-TRg-4,2.0315,2.774,3.4947,3.1159,5.3914
791,NOP4-TRg-6,2.0983,2.6182,3.565,3.0926,5.0087
792,NOP4-TRg-6,1.9997,2.5947,3.4521,3.1827,4.7001
839,NOP4-TRg-6,2.097,2.7261,3.7736,3.1677,4.7591
999,NOP4-TRg-7,2.0091,2.6478,3.4642,3.1351,5.4816
1000,NOP4-TRg-7,1.9756,2.6781,3.4255,3.192,5.1107
1047,NOP4-TRg-7,1.969,2.7091,3.5043,3.1872,4.9594
411,NOP56-TRg-4,2.3056,2.8162,3.9121,3.2564,5.0981
412,NOP56-TRg-4,2.1867,2.5802,3.6841,3.2334,5.1423
459,NOP56-TRg-4,2.1827,2.7219,3.6535,3.2202,4.7709
2515,NRD1-TRg-5,1.9445,2.4511,2.955,3.2866,4.6791
2516,NRD1-TRg-5,1.9785,2.5924,2.9766,3.442,4.7792
2563,NRD1-TRg-5,1.9572,2.7197,3.0944,3.427,5.1671
2427,NSE3-NRg-1,2.0392,2.5419,3.102,3.3191,4.9635
2428,NSE3-NRg-1,2.0293,2.6215,3.1173,3.3275,4.8156
2475,NSE3-NRg-1,2.0454,2.5492,3.2559,3.5616,4.9738
1949,NSE5-NRg-1,2.0058,2.6502,3.0845,3.3614,5.085
1950,NSE5-NRg-1,1.9591,2.6933,3.1804,3.4721,4.8419
